MPIO_CNMBR,DPTO_CNMBR,MPIO_CDPMP,pob_dane_2025,Hab_km2_2025,Tp_Ru_2025,Desc,Muni_Nom_Cruce,Nivel_Castigo
SATIVANORTE,BOYACÁ,15720,2347,146.0,3,Rural,Sativanorte,2.0
SATIVASUR,BOYACÁ,15723,1177,215.0,3,Rural,Sativasur,2.0
SIACHOQUE,BOYACÁ,15740,7275,610.0,2,Intermedio,Siachoque,2.0
SOATÁ,BOYACÁ,15753,9597,780.0,2,Intermedio,Soata,2.0
SOCOTÁ,BOYACÁ,15755,7770,129.0,3,Rural,Socota,2.0
SOCHA,BOYACÁ,15757,8592,573.0,2,Intermedio,Socha,2.0
SOGAMOSO,BOYACÁ,15759,139021,6677.0,1,Ciudades y Aglomeraciones,Sogamoso,1.0
SOMONDOCO,BOYACÁ,15761,3096,527.0,2,Intermedio,Somondoco,2.0
SORA,BOYACÁ,15762,3292,688.0,2,Intermedio,Sora,2.0
SOTAQUIRÁ,BOYACÁ,15763,8876,311.0,3,Rural,Sotaquira,2.0
SORACÁ,BOYACÁ,15764,6481,1163.0,1,Ciudades y Aglomeraciones,Soraca,1.0
SUSACÓN,BOYACÁ,15774,2882,158.0,3,Rural,Susacon,2.0
SUTAMARCHÁN,BOYACÁ,15776,6648,642.0,2,Intermedio,Sutamarchan,2.0
SUTATENZA,BOYACÁ,15778,4575,1113.0,1,Ciudades y Aglomeraciones,Sutatenza,1.0
TASCO,BOYACÁ,15790,6289,300.0,3,Rural,Tasco,2.0
TENZA,BOYACÁ,15798,4143,903.0,2,Intermedio,Tenza,2.0
TIBANÁ,BOYACÁ,15804,9781,803.0,2,Intermedio,Tibana,2.0
TIBASOSA,BOYACÁ,15806,14184,1513.0,1,Ciudades y Aglomeraciones,Tibasosa,1.0
TINJACÁ,BOYACÁ,15808,3563,447.0,3,Rural,Tinjaca,2.0
TIPACOQUE,BOYACÁ,15810,3548,493.0,3,Rural,Tipacoque,2.0
TOCA,BOYACÁ,15814,9540,567.0,2,Intermedio,Toca,2.0
TOGÜÍ,BOYACÁ,15816,4659,459.0,3,Rural,Togui,2.0
TÓPAGA,BOYACÁ,15820,3906,1162.0,1,Ciudades y Aglomeraciones,Topaga,1.0
TOTA,BOYACÁ,15822,5627,287.0,3,Rural,Tota,2.0
TUNUNGUÁ,BOYACÁ,15832,1645,563.0,2,Intermedio,Tunungua,2.0
TURMEQUÉ,BOYACÁ,15835,6598,828.0,2,Intermedio,Turmeque,2.0
TUTA,BOYACÁ,15837,9008,544.0,2,Intermedio,Tuta,2.0
TUTAZÁ,BOYACÁ,15839,2204,181.0,3,Rural,Tutaza,2.0
ÚMBITA,BOYACÁ,15842,8120,556.0,2,Intermedio,Umbita,2.0
VENTAQUEMADA,BOYACÁ,15861,17192,1075.0,1,Ciudades y Aglomeraciones,Ventaquemada,1.0
VIRACACHÁ,BOYACÁ,15879,3024,483.0,3,Rural,Viracacha,2.0
ZETAQUIRA,BOYACÁ,15897,4996,199.0,3,Rural,Zetaquira,2.0
MANIZALES,CALDAS,17001,459262,10420.0,1,Ciudades y Aglomeraciones,Manizales,2.0
AGUADAS,CALDAS,17013,23649,497.0,3,Rural,Aguadas,2.0
ANSERMA,CALDAS,17042,37757,1807.0,1,Ciudades y Aglomeraciones,Anserma,3.0
ARANZAZU,CALDAS,17050,10910,730.0,2,Intermedio,Aranzazu,2.0
BELALCÁZAR,CALDAS,17088,10995,971.0,2,Intermedio,Belalcazar,3.0
CHINCHINÁ,CALDAS,17174,53884,4930.0,1,Ciudades y Aglomeraciones,Chinchina,2.0
